"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The TimeBrokerSvc service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1676","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","768","ServerDC2",,"4/3/2025 11:03:48 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The lmhosts service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1675","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","1168","ServerDC2",,"4/3/2025 11:03:48 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The SystemEventsBroker service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1674","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","784","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The BrokerInfrastructure service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1673","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","784","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The LSM service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1672","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","784","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The RpcSs service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1671","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","752","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The device driver for the Trusted Platform Module (TPM) encountered a non-recoverable error in the TPM hardware, which prevents TPM services (such as data encryption) from being used. For further help, please contact the computer manufacturer.","15","0",,"2","0","0","-9223372036854775808","1670","TPM","1b6b0772-251b-4d42-917d-faca166bc059","System","4","360","ServerDC2","S-1-5-18","4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The DcomLaunch service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1669","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","752","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The RpcEptMapper service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1668","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","752","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Power service entered the running state.","7036","0","16384","4","0","0","-9187343239835811840","1667","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","660","752","ServerDC2",,"4/3/2025 11:03:47 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
